Size, Blocks, Threads, Time
8, 65535, 8, 0.39167
8, 65535, 16, 0.367086
8, 65535, 32, 0.397427
8, 65535, 64, 0.483216
8, 65535, 128, 0.624866
8, 65535, 256, 1.05229
8, 65535, 512, 1.84938
8, 65535, 1024, 3.76084
16, 8, 8, 0.0149312
16, 8, 16, 0.018536
16, 8, 32, 0.0235008
16, 8, 64, 0.0204672
16, 8, 128, 0.0149312
16, 8, 256, 0.0151424
16, 8, 512, 0.0167488
16, 8, 1024, 0.0177792
16, 16, 8, 0.0158272
16, 16, 16, 0.0178944
16, 16, 32, 0.0170944
16, 16, 64, 0.0170816
16, 16, 128, 0.0167808
16, 16, 256, 0.0170688
16, 16, 512, 0.017088
16, 16, 1024, 0.0166656
16, 32, 8, 0.0227328
16, 32, 16, 0.0174592
16, 32, 32, 0.0128192
16, 32, 64, 0.016928
16, 32, 128, 0.01892
16, 32, 256, 0.0174464
16, 32, 512, 0.018248
16, 32, 1024, 0.0175104
16, 64, 8, 0.0143808
16, 64, 16, 0.0141952
16, 64, 32, 0.0179904
16, 64, 64, 0.0162128
16, 64, 128, 0.0168912
16, 64, 256, 0.0142272
16, 64, 512, 0.0144768
16, 64, 1024, 0.0174272
16, 128, 8, 0.0145744
16, 128, 16, 0.0145728
16, 128, 32, 0.0171264
16, 128, 64, 0.0147216
16, 128, 128, 0.014792
16, 128, 256, 0.0172304
16, 128, 512, 0.0173376
16, 128, 1024, 0.0209664
16, 256, 8, 0.0138496
16, 256, 16, 0.0111808
16, 256, 32, 0.017472
16, 256, 64, 0.019016
16, 256, 128, 0.0185088
16, 256, 256, 0.019944
16, 256, 512, 0.0208384
16, 256, 1024, 0.0289152
16, 512, 8, 0.0152464
16, 512, 16, 0.01796
16, 512, 32, 0.0182032
16, 512, 64, 0.0211808
16, 512, 128, 0.0179728
16, 512, 256, 0.022184
16, 512, 512, 0.033064
16, 512, 1024, 0.044936
16, 1024, 8, 0.0183136
16, 1024, 16, 0.0164192
16, 1024, 32, 0.0217888
16, 1024, 64, 0.0213152
16, 1024, 128, 0.0251552
16, 1024, 256, 0.0295456
16, 1024, 512, 0.0432352
16, 1024, 1024, 0.07224
16, 2048, 8, 0.0262208
16, 2048, 16, 0.0255632
16, 2048, 32, 0.027328
16, 2048, 64, 0.0299712
16, 2048, 128, 0.0369024
16, 2048, 256, 0.0478592
16, 2048, 512, 0.0709696
16, 2048, 1024, 0.132218
16, 4096, 8, 0.0428416
16, 4096, 16, 0.0410816
16, 4096, 32, 0.0340656
16, 4096, 64, 0.0394944
16, 4096, 128, 0.0542144
16, 4096, 256, 0.0792
16, 4096, 512, 0.128678
16, 4096, 1024, 0.244416
16, 8192, 8, 0.0443072
16, 8192, 16, 0.0615168
16, 8192, 32, 0.0555824
16, 8192, 64, 0.060608
16, 8192, 128, 0.0889712
16, 8192, 256, 0.138534
16, 8192, 512, 0.237432
16, 8192, 1024, 0.470773
16, 16384, 8, 0.0996944
16, 16384, 16, 0.112032
16, 16384, 32, 0.113126
16, 16384, 64, 0.135144
16, 16384, 128, 0.156704
16, 16384, 256, 0.264773
16, 16384, 512, 0.480115
16, 16384, 1024, 0.940613
16, 32768, 8, 0.206526
16, 32768, 16, 0.186086
16, 32768, 32, 0.20629
16, 32768, 64, 0.23093
16, 32768, 128, 0.341208
16, 32768, 256, 0.535102
16, 32768, 512, 0.913746
16, 32768, 1024, 1.84778
16, 65535, 8, 0.351466
16, 65535, 16, 0.393693
16, 65535, 32, 0.354568
16, 65535, 64, 0.484974
16, 65535, 128, 0.623978
16, 65535, 256, 1.05265
16, 65535, 512, 1.80963
16, 65535, 1024, 3.72878
32, 8, 8, 0.0149888
32, 8, 16, 0.0171088
32, 8, 32, 0.0176144
32, 8, 64, 0.0163584
32, 8, 128, 0.0141888
32, 8, 256, 0.0142784
32, 8, 512, 0.014176
32, 8, 1024, 0.0157504
32, 16, 8, 0.0156544
32, 16, 16, 0.0161792
32, 16, 32, 0.016192
32, 16, 64, 0.0161408
32, 16, 128, 0.0161408
32, 16, 256, 0.016288
32, 16, 512, 0.016352
32, 16, 1024, 0.0167936
32, 32, 8, 0.0149904
32, 32, 16, 0.0146112
32, 32, 32, 0.0143936
32, 32, 64, 0.0173312
32, 32, 128, 0.0143104
32, 32, 256, 0.014848
32, 32, 512, 0.0145984
32, 32, 1024, 0.0167312
32, 64, 8, 0.0145984
32, 64, 16, 0.016928
32, 64, 32, 0.0144512
32, 64, 64, 0.0169728
32, 64, 128, 0.0142528
32, 64, 256, 0.0145152
32, 64, 512, 0.0158736
32, 64, 1024, 0.017672
32, 128, 8, 0.0151872
32, 128, 16, 0.0145984
32, 128, 32, 0.0139456
32, 128, 64, 0.0146432
32, 128, 128, 0.0146688
32, 128, 256, 0.0165824
32, 128, 512, 0.0175168
32, 128, 1024, 0.0236944
32, 256, 8, 0.0166272
32, 256, 16, 0.0134976
32, 256, 32, 0.0189952
32, 256, 64, 0.0178624
32, 256, 128, 0.0188816
32, 256, 256, 0.0203792
32, 256, 512, 0.0215056
32, 256, 1024, 0.0314688
32, 512, 8, 0.0169232
32, 512, 16, 0.020776
32, 512, 32, 0.023496
32, 512, 64, 0.02116
32, 512, 128, 0.0232208
32, 512, 256, 0.0230352
32, 512, 512, 0.0303248
32, 512, 1024, 0.0423248
32, 1024, 8, 0.0159904
32, 1024, 16, 0.0207408
32, 1024, 32, 0.0190048
32, 1024, 64, 0.021072
32, 1024, 128, 0.0234288
32, 1024, 256, 0.0284896
32, 1024, 512, 0.042008
32, 1024, 1024, 0.0727536
32, 2048, 8, 0.0267584
32, 2048, 16, 0.0265232
32, 2048, 32, 0.024
32, 2048, 64, 0.0289856
32, 2048, 128, 0.0339584
32, 2048, 256, 0.0466048
32, 2048, 512, 0.0717952
32, 2048, 1024, 0.130733
32, 4096, 8, 0.0386688
32, 4096, 16, 0.0385792
32, 4096, 32, 0.0383424
32, 4096, 64, 0.0461824
32, 4096, 128, 0.0560208
32, 4096, 256, 0.081024
32, 4096, 512, 0.129075
32, 4096, 1024, 0.247859
32, 8192, 8, 0.063784
32, 8192, 16, 0.0597312
32, 8192, 32, 0.0652544
32, 8192, 64, 0.0672704
32, 8192, 128, 0.091352
32, 8192, 256, 0.134688
32, 8192, 512, 0.245938
32, 8192, 1024, 0.482272
32, 16384, 8, 0.09868
32, 16384, 16, 0.101451
32, 16384, 32, 0.10153
32, 16384, 64, 0.134674
32, 16384, 128, 0.157675
32, 16384, 256, 0.277363
32, 16384, 512, 0.455008
32, 16384, 1024, 0.941394
32, 32768, 8, 0.16245
32, 32768, 16, 0.188579
32, 32768, 32, 0.185558
32, 32768, 64, 0.252042
32, 32768, 128, 0.322917
32, 32768, 256, 0.53587
32, 32768, 512, 0.936632
32, 32768, 1024, 1.88735
32, 65535, 8, 0.39119
32, 65535, 16, 0.355086
32, 65535, 32, 0.394538
32, 65535, 64, 0.486451
32, 65535, 128, 0.584309
32, 65535, 256, 0.976278
32, 65535, 512, 1.85376
32, 65535, 1024, 3.73173
64, 8, 8, 0.0192448
64, 8, 16, 0.02
64, 8, 32, 0.0149008
64, 8, 64, 0.01568
64, 8, 128, 0.0141888
64, 8, 256, 0.0195904
64, 8, 512, 0.0371968
64, 8, 1024, 0.0173712
64, 16, 8, 0.0159616
64, 16, 16, 0.018912
64, 16, 32, 0.0204672
64, 16, 64, 0.0145728
64, 16, 128, 0.0144256
64, 16, 256, 0.0149776
64, 16, 512, 0.0145472
64, 16, 1024, 0.0181952
64, 32, 8, 0.0150544
64, 32, 16, 0.0151424
64, 32, 32, 0.0154432
64, 32, 64, 0.0243648
64, 32, 128, 0.0191552
64, 32, 256, 0.0180096
64, 32, 512, 0.0161536
64, 32, 1024, 0.0159424
64, 64, 8, 0.0143936
64, 64, 16, 0.0144848
64, 64, 32, 0.0144848
64, 64, 64, 0.0142208
64, 64, 128, 0.0143296
64, 64, 256, 0.0144576
64, 64, 512, 0.01568
64, 64, 1024, 0.0172544
64, 128, 8, 0.0188608
64, 128, 16, 0.0147856
64, 128, 32, 0.0146688
64, 128, 64, 0.0146048
64, 128, 128, 0.0175616
64, 128, 256, 0.0160832
64, 128, 512, 0.0174336
64, 128, 1024, 0.0249808
64, 256, 8, 0.0128784
64, 256, 16, 0.012512
64, 256, 32, 0.011592
64, 256, 64, 0.0119168
64, 256, 128, 0.01456
64, 256, 256, 0.0215056
64, 256, 512, 0.0169856
64, 256, 1024, 0.0304128
64, 512, 8, 0.0180208
64, 512, 16, 0.020936
64, 512, 32, 0.0149024
64, 512, 64, 0.019752
64, 512, 128, 0.0171664
64, 512, 256, 0.0226768
64, 512, 512, 0.0281488
64, 512, 1024, 0.0457168
64, 1024, 8, 0.013744
64, 1024, 16, 0.0150048
64, 1024, 32, 0.0188592
64, 1024, 64, 0.0159968
64, 1024, 128, 0.021304
64, 1024, 256, 0.0285088
64, 1024, 512, 0.042384
64, 1024, 1024, 0.0712928
64, 2048, 8, 0.0285776
64, 2048, 16, 0.028032
64, 2048, 32, 0.0290496
64, 2048, 64, 0.0301376
64, 2048, 128, 0.0375296
64, 2048, 256, 0.0440576
64, 2048, 512, 0.0718272
64, 2048, 1024, 0.130714
64, 4096, 8, 0.0387008
64, 4096, 16, 0.0379072
64, 4096, 32, 0.0380224
64, 4096, 64, 0.0437008
64, 4096, 128, 0.0544512
64, 4096, 256, 0.0823744
64, 4096, 512, 0.131386
64, 4096, 1024, 0.247923
64, 8192, 8, 0.0567296
64, 8192, 16, 0.061632
64, 8192, 32, 0.063872
64, 8192, 64, 0.0669568
64, 8192, 128, 0.083104
64, 8192, 256, 0.144077
64, 8192, 512, 0.237779
64, 8192, 1024, 0.480371
64, 16384, 8, 0.0999024
64, 16384, 16, 0.100152
64, 16384, 32, 0.0895088
64, 16384, 64, 0.111851
64, 16384, 128, 0.177925
64, 16384, 256, 0.265466
64, 16384, 512, 0.477163
64, 16384, 1024, 0.953262
64, 32768, 8, 0.206088
64, 32768, 16, 0.186547
64, 32768, 32, 0.206706
64, 32768, 64, 0.233694
64, 32768, 128, 0.320786
64, 32768, 256, 0.514142
64, 32768, 512, 0.9126
64, 32768, 1024, 1.88943
64, 65535, 8, 0.351478
64, 65535, 16, 0.354034
64, 65535, 32, 0.354893
64, 65535, 64, 0.494722
64, 65535, 128, 0.666704
64, 65535, 256, 1.01412
64, 65535, 512, 1.8521
64, 65535, 1024, 3.72623
128, 8, 8, 0.0134272
128, 8, 16, 0.0232592
128, 8, 32, 0.0173248
128, 8, 64, 0.0147968
128, 8, 128, 0.0250048
128, 8, 256, 0.0181376
128, 8, 512, 0.0120448
128, 8, 1024, 0.0170752
128, 16, 8, 0.0160848
128, 16, 16, 0.0139072
128, 16, 32, 0.014208
128, 16, 64, 0.014048
128, 16, 128, 0.0142528
128, 16, 256, 0.0139776
128, 16, 512, 0.0143888
128, 16, 1024, 0.014592
128, 32, 8, 0.0147792
128, 32, 16, 0.0141376
128, 32, 32, 0.014248
128, 32, 64, 0.0165248
128, 32, 128, 0.014176
128, 32, 256, 0.0142144
128, 32, 512, 0.0140928
128, 32, 1024, 0.0155456
128, 64, 8, 0.018312
128, 64, 16, 0.013824
128, 64, 32, 0.0140608
128, 64, 64, 0.0144208
128, 64, 128, 0.013856
128, 64, 256, 0.0145552
128, 64, 512, 0.0158928
128, 64, 1024, 0.0172864
128, 128, 8, 0.0144192
128, 128, 16, 0.0143168
128, 128, 32, 0.0143232
128, 128, 64, 0.0144
128, 128, 128, 0.014408
128, 128, 256, 0.0158608
128, 128, 512, 0.0171584
128, 128, 1024, 0.0207552
128, 256, 8, 0.0110784
128, 256, 16, 0.0150848
128, 256, 32, 0.0149456
128, 256, 64, 0.0140624
128, 256, 128, 0.0135888
128, 256, 256, 0.0167056
128, 256, 512, 0.021128
128, 256, 1024, 0.0284304
128, 512, 8, 0.0142032
128, 512, 16, 0.0155792
128, 512, 32, 0.01464
128, 512, 64, 0.0161296
128, 512, 128, 0.017224
128, 512, 256, 0.02164
128, 512, 512, 0.0265936
128, 512, 1024, 0.0375952
128, 1024, 8, 0.0172144
128, 1024, 16, 0.0164704
128, 1024, 32, 0.0149024
128, 1024, 64, 0.019088
128, 1024, 128, 0.0217248
128, 1024, 256, 0.0264352
128, 1024, 512, 0.0376624
128, 1024, 1024, 0.0705504
128, 2048, 8, 0.0264
128, 2048, 16, 0.0236352
128, 2048, 32, 0.0256448
128, 2048, 64, 0.0282816
128, 2048, 128, 0.0398224
128, 2048, 256, 0.0461312
128, 2048, 512, 0.068928
128, 2048, 1024, 0.130766
128, 4096, 8, 0.0383104
128, 4096, 16, 0.0378688
128, 4096, 32, 0.0378624
128, 4096, 64, 0.043008
128, 4096, 128, 0.053984
128, 4096, 256, 0.079008
128, 4096, 512, 0.125082
128, 4096, 1024, 0.247328
128, 8192, 8, 0.0559728
128, 8192, 16, 0.0556736
128, 8192, 32, 0.0584512
128, 8192, 64, 0.06656
128, 8192, 128, 0.0889664
128, 8192, 256, 0.143974
128, 8192, 512, 0.246874
128, 8192, 1024, 0.484064
128, 16384, 8, 0.0903728
128, 16384, 16, 0.100286
128, 16384, 32, 0.100339
128, 16384, 64, 0.11207
128, 16384, 128, 0.167277
128, 16384, 256, 0.27008
128, 16384, 512, 0.468168
128, 16384, 1024, 0.939501
128, 32768, 8, 0.16323
128, 32768, 16, 0.148037
128, 32768, 32, 0.189475
128, 32768, 64, 0.229925
128, 32768, 128, 0.277994
128, 32768, 256, 0.516099
128, 32768, 512, 0.912683
128, 32768, 1024, 1.87704
128, 65535, 8, 0.396966
128, 65535, 16, 0.358256
128, 65535, 32, 0.357493
128, 65535, 64, 0.447997
128, 65535, 128, 0.585027
128, 65535, 256, 1.01486
128, 65535, 512, 1.81022
128, 65535, 1024, 3.72246
256, 8, 8, 0.015072
256, 8, 16, 0.0180928
256, 8, 32, 0.0217344
256, 8, 64, 0.0204096
256, 8, 128, 0.0202048
256, 8, 256, 0.0194624
256, 8, 512, 0.0182144
256, 8, 1024, 0.0245568
256, 16, 8, 0.0162368
256, 16, 16, 0.0161552
256, 16, 32, 0.0139008
256, 16, 64, 0.0175552
256, 16, 128, 0.0150864
256, 16, 256, 0.0170944
256, 16, 512, 0.0168704
256, 16, 1024, 0.0172864
256, 32, 8, 0.018208
256, 32, 16, 0.0231808
256, 32, 32, 0.016832
256, 32, 64, 0.0143808
256, 32, 128, 0.0143616
256, 32, 256, 0.017024
256, 32, 512, 0.0146752
256, 32, 1024, 0.0158208
256, 64, 8, 0.0145664
256, 64, 16, 0.0179712
256, 64, 32, 0.018568
256, 64, 64, 0.016704
256, 64, 128, 0.0140736
256, 64, 256, 0.017088
256, 64, 512, 0.0155776
256, 64, 1024, 0.0179088
256, 128, 8, 0.0184512
256, 128, 16, 0.0143872
256, 128, 32, 0.0146768
256, 128, 64, 0.014528
256, 128, 128, 0.0147216
256, 128, 256, 0.0158928
256, 128, 512, 0.0197056
256, 128, 1024, 0.0233856
256, 256, 8, 0.0139648
256, 256, 16, 0.0153232
256, 256, 32, 0.0167056
256, 256, 64, 0.0150608
256, 256, 128, 0.0185488
256, 256, 256, 0.0199824
256, 256, 512, 0.0201424
256, 256, 1024, 0.0300928
256, 512, 8, 0.0164176
256, 512, 16, 0.0178576
256, 512, 32, 0.0186128
256, 512, 64, 0.0168912
256, 512, 128, 0.0206416
256, 512, 256, 0.01956
256, 512, 512, 0.0350928
256, 512, 1024, 0.0435536
256, 1024, 8, 0.0191776
256, 1024, 16, 0.02136
256, 1024, 32, 0.018384
256, 1024, 64, 0.0193056
256, 1024, 128, 0.0239136
256, 1024, 256, 0.0327264
256, 1024, 512, 0.0426336
256, 1024, 1024, 0.0703968
256, 2048, 8, 0.0264768
256, 2048, 16, 0.02544
256, 2048, 32, 0.0253568
256, 2048, 64, 0.0317376
256, 2048, 128, 0.0366272
256, 2048, 256, 0.0458624
256, 2048, 512, 0.0731904
256, 2048, 1024, 0.131981
256, 4096, 8, 0.0384704
256, 4096, 16, 0.037632
256, 4096, 32, 0.0342336
256, 4096, 64, 0.039648
256, 4096, 128, 0.0503616
256, 4096, 256, 0.0719936
256, 4096, 512, 0.125466
256, 4096, 1024, 0.247296
256, 8192, 8, 0.0503232
256, 8192, 16, 0.0615616
256, 8192, 32, 0.0634816
256, 8192, 64, 0.0775328
256, 8192, 128, 0.100493
256, 8192, 256, 0.139776
256, 8192, 512, 0.239437
256, 8192, 1024, 0.46599
256, 16384, 8, 0.0986368
256, 16384, 16, 0.111667
256, 16384, 32, 0.112954
256, 16384, 64, 0.111595
256, 16384, 128, 0.168774
256, 16384, 256, 0.276696
256, 16384, 512, 0.443448
256, 16384, 1024, 0.934266
256, 32768, 8, 0.203371
256, 32768, 16, 0.144419
256, 32768, 32, 0.165586
256, 32768, 64, 0.233477
256, 32768, 128, 0.34053
256, 32768, 256, 0.53605
256, 32768, 512, 0.956395
256, 32768, 1024, 1.86626
256, 65535, 8, 0.356245
256, 65535, 16, 0.314582
256, 65535, 32, 0.395371
256, 65535, 64, 0.485034
256, 65535, 128, 0.666286
256, 65535, 256, 1.01539
256, 65535, 512, 1.77808
256, 65535, 1024, 3.71969
512, 8, 8, 0.015488
512, 8, 16, 0.0205056
512, 8, 32, 0.0159424
512, 8, 64, 0.0150976
512, 8, 128, 0.0152784
512, 8, 256, 0.0151616
512, 8, 512, 0.020128
512, 8, 1024, 0.0171584
512, 16, 8, 0.0155392
512, 16, 16, 0.0144704
512, 16, 32, 0.0146832
512, 16, 64, 0.0144896
512, 16, 128, 0.0144192
512, 16, 256, 0.014696
512, 16, 512, 0.0145216
512, 16, 1024, 0.0169616
512, 32, 8, 0.014912
512, 32, 16, 0.0157184
512, 32, 32, 0.0148096
512, 32, 64, 0.0158272
512, 32, 128, 0.014144
512, 32, 256, 0.0133248
512, 32, 512, 0.0172864
512, 32, 1024, 0.018504
512, 64, 8, 0.014752
512, 64, 16, 0.0142784
512, 64, 32, 0.0169216
512, 64, 64, 0.0174464
512, 64, 128, 0.0167872
512, 64, 256, 0.017152
512, 64, 512, 0.0185936
512, 64, 1024, 0.0173632
512, 128, 8, 0.0138432
512, 128, 16, 0.0146176
512, 128, 32, 0.01824
512, 128, 64, 0.0181312
512, 128, 128, 0.0184768
512, 128, 256, 0.020616
512, 128, 512, 0.0187776
512, 128, 1024, 0.0219776
512, 256, 8, 0.014536
512, 256, 16, 0.0172368
512, 256, 32, 0.0194832
512, 256, 64, 0.019552
512, 256, 128, 0.0171408
512, 256, 256, 0.0211072
512, 256, 512, 0.0222912
512, 256, 1024, 0.030592
512, 512, 8, 0.0255056
512, 512, 16, 0.0256656
512, 512, 32, 0.0236048
512, 512, 64, 0.0233552
512, 512, 128, 0.0173136
512, 512, 256, 0.0229456
512, 512, 512, 0.0239952
512, 512, 1024, 0.0430928
512, 1024, 8, 0.0227168
512, 1024, 16, 0.0165152
512, 1024, 32, 0.0241248
512, 1024, 64, 0.0201056
512, 1024, 128, 0.0239392
512, 1024, 256, 0.0282848
512, 1024, 512, 0.0410592
512, 1024, 1024, 0.0723936
512, 2048, 8, 0.0264256
512, 2048, 16, 0.027424
512, 2048, 32, 0.0280064
512, 2048, 64, 0.0327936
512, 2048, 128, 0.0391552
512, 2048, 256, 0.0493312
512, 2048, 512, 0.0742416
512, 2048, 1024, 0.133709
512, 4096, 8, 0.0384064
512, 4096, 16, 0.0407984
512, 4096, 32, 0.037568
512, 4096, 64, 0.042328
512, 4096, 128, 0.056664
512, 4096, 256, 0.0782976
512, 4096, 512, 0.131706
512, 4096, 1024, 0.249728
512, 8192, 8, 0.0627328
512, 8192, 16, 0.0639472
512, 8192, 32, 0.0646464
512, 8192, 64, 0.0754816
512, 8192, 128, 0.0906112
512, 8192, 256, 0.138374
512, 8192, 512, 0.244781
512, 8192, 1024, 0.470419
512, 16384, 8, 0.0988864
512, 16384, 16, 0.0819376
512, 16384, 32, 0.0876864
512, 16384, 64, 0.13139
512, 16384, 128, 0.14387
512, 16384, 256, 0.262867
512, 16384, 512, 0.467366
512, 16384, 1024, 0.942258
512, 32768, 8, 0.203646
512, 32768, 16, 0.186194
512, 32768, 32, 0.228771
512, 32768, 64, 0.227875
512, 32768, 128, 0.354912
512, 32768, 256, 0.517578
512, 32768, 512, 0.934288
512, 32768, 1024, 1.88944
512, 65535, 8, 0.351963
512, 65535, 16, 0.358666
512, 65535, 32, 0.39803
512, 65535, 64, 0.488106
512, 65535, 128, 0.630034
512, 65535, 256, 1.06517
512, 65535, 512, 1.77231
512, 65535, 1024, 3.67465
1024, 8, 8, 0.015424
1024, 8, 16, 0.0188224
1024, 8, 32, 0.02192
1024, 8, 64, 0.0189696
1024, 8, 128, 0.0185216
1024, 8, 256, 0.0187712
1024, 8, 512, 0.0191232
1024, 8, 1024, 0.0181376
1024, 16, 8, 0.018208
1024, 16, 16, 0.0260416
1024, 16, 32, 0.0179456
1024, 16, 64, 0.0144448
1024, 16, 128, 0.017056
1024, 16, 256, 0.0170048
1024, 16, 512, 0.0150656
1024, 16, 1024, 0.0151616
1024, 32, 8, 0.0152832
1024, 32, 16, 0.0145408
1024, 32, 32, 0.0167888
1024, 32, 64, 0.0146368
1024, 32, 128, 0.0146
1024, 32, 256, 0.0174848
1024, 32, 512, 0.0146496
1024, 32, 1024, 0.0184192
1024, 64, 8, 0.0151168
1024, 64, 16, 0.0179584
1024, 64, 32, 0.0145088
1024, 64, 64, 0.0147664
1024, 64, 128, 0.017088
1024, 64, 256, 0.0146752
1024, 64, 512, 0.0158848
1024, 64, 1024, 0.0200768
1024, 128, 8, 0.0139904
1024, 128, 16, 0.0146688
1024, 128, 32, 0.0148032
1024, 128, 64, 0.0145536
1024, 128, 128, 0.01764
1024, 128, 256, 0.01904
1024, 128, 512, 0.0176384
1024, 128, 1024, 0.0225472
1024, 256, 8, 0.015944
1024, 256, 16, 0.0153616
1024, 256, 32, 0.0192784
1024, 256, 64, 0.0199696
1024, 256, 128, 0.019336
1024, 256, 256, 0.0236176
1024, 256, 512, 0.0234112
1024, 256, 1024, 0.0307408
1024, 512, 8, 0.0174928
1024, 512, 16, 0.0205456
1024, 512, 32, 0.0180624
1024, 512, 64, 0.0195664
1024, 512, 128, 0.0219664
1024, 512, 256, 0.024456
1024, 512, 512, 0.0268432
1024, 512, 1024, 0.0418
1024, 1024, 8, 0.0166048
1024, 1024, 16, 0.0208096
1024, 1024, 32, 0.0201696
1024, 1024, 64, 0.0214048
1024, 1024, 128, 0.0220384
1024, 1024, 256, 0.02648
1024, 1024, 512, 0.0427296
1024, 1024, 1024, 0.0708192
1024, 2048, 8, 0.0269888
1024, 2048, 16, 0.0259712
1024, 2048, 32, 0.0260864
1024, 2048, 64, 0.0286336
1024, 2048, 128, 0.033856
1024, 2048, 256, 0.0464768
1024, 2048, 512, 0.0714944
1024, 2048, 1024, 0.130803
1024, 4096, 8, 0.0384192
1024, 4096, 16, 0.0360384
1024, 4096, 32, 0.0380544
1024, 4096, 64, 0.045952
1024, 4096, 128, 0.048888
1024, 4096, 256, 0.0774144
1024, 4096, 512, 0.133523
1024, 4096, 1024, 0.249605
1024, 8192, 8, 0.056056
1024, 8192, 16, 0.0589312
1024, 8192, 32, 0.0517376
1024, 8192, 64, 0.068416
1024, 8192, 128, 0.0908736
1024, 8192, 256, 0.139845
1024, 8192, 512, 0.242253
1024, 8192, 1024, 0.46908
1024, 16384, 8, 0.0771568
1024, 16384, 16, 0.098776
1024, 16384, 32, 0.0879376
1024, 16384, 64, 0.120651
1024, 16384, 128, 0.165715
1024, 16384, 256, 0.274214
1024, 16384, 512, 0.477403
1024, 16384, 1024, 0.929726
1024, 32768, 8, 0.162944
1024, 32768, 16, 0.205784
1024, 32768, 32, 0.206866
1024, 32768, 64, 0.213406
1024, 32768, 128, 0.342085
1024, 32768, 256, 0.536381
1024, 32768, 512, 0.934539
1024, 32768, 1024, 1.84697
1024, 65535, 8, 0.370152
1024, 65535, 16, 0.35215
1024, 65535, 32, 0.413245
1024, 65535, 64, 0.48639
1024, 65535, 128, 0.62507
1024, 65535, 256, 1.05492
1024, 65535, 512, 1.8509
1024, 65535, 1024, 3.72203
2048, 8, 8, 0.0185664
2048, 8, 16, 0.0201984
2048, 8, 32, 0.0202816
2048, 8, 64, 0.0197504
2048, 8, 128, 0.0195456
2048, 8, 256, 0.0195264
2048, 8, 512, 0.0196224
2048, 8, 1024, 0.022272
2048, 16, 8, 0.0168912
2048, 16, 16, 0.0202112
2048, 16, 32, 0.0206016
2048, 16, 64, 0.017376
2048, 16, 128, 0.017408
2048, 16, 256, 0.0176896
2048, 16, 512, 0.0189568
2048, 16, 1024, 0.0180864
2048, 32, 8, 0.0156544
2048, 32, 16, 0.0166464
2048, 32, 32, 0.014912
2048, 32, 64, 0.0147904
2048, 32, 128, 0.017576
2048, 32, 256, 0.0174208
2048, 32, 512, 0.0150272
2048, 32, 1024, 0.0166288
2048, 64, 8, 0.0144256
2048, 64, 16, 0.0150272
2048, 64, 32, 0.0146304
2048, 64, 64, 0.0148288
2048, 64, 128, 0.0172416
2048, 64, 256, 0.0146624
2048, 64, 512, 0.0162176
2048, 64, 1024, 0.0177664
2048, 128, 8, 0.0156864
2048, 128, 16, 0.0153168
2048, 128, 32, 0.015008
2048, 128, 64, 0.0174208
2048, 128, 128, 0.0152848
2048, 128, 256, 0.016256
2048, 128, 512, 0.0165504
2048, 128, 1024, 0.0216336
2048, 256, 8, 0.0161296
2048, 256, 16, 0.0158592
2048, 256, 32, 0.0157968
2048, 256, 64, 0.0181632
2048, 256, 128, 0.0189696
2048, 256, 256, 0.0203328
2048, 256, 512, 0.0207568
2048, 256, 1024, 0.0299536
2048, 512, 8, 0.0168016
2048, 512, 16, 0.0197264
2048, 512, 32, 0.0212112
2048, 512, 64, 0.020104
2048, 512, 128, 0.017032
2048, 512, 256, 0.0225552
2048, 512, 512, 0.0264208
2048, 512, 1024, 0.0442704
2048, 1024, 8, 0.0225312
2048, 1024, 16, 0.0239264
2048, 1024, 32, 0.0274848
2048, 1024, 64, 0.022256
2048, 1024, 128, 0.0263008
2048, 1024, 256, 0.0287008
2048, 1024, 512, 0.0417712
2048, 1024, 1024, 0.0747808
2048, 2048, 8, 0.026976
2048, 2048, 16, 0.0296512
2048, 2048, 32, 0.030152
2048, 2048, 64, 0.030848
2048, 2048, 128, 0.033568
2048, 2048, 256, 0.048264
2048, 2048, 512, 0.0733952
2048, 2048, 1024, 0.132755
2048, 4096, 8, 0.03504
2048, 4096, 16, 0.0346368
2048, 4096, 32, 0.0381056
2048, 4096, 64, 0.0432832
2048, 4096, 128, 0.050976
2048, 4096, 256, 0.0755264
2048, 4096, 512, 0.122445
2048, 4096, 1024, 0.240493
2048, 8192, 8, 0.0563904
2048, 8192, 16, 0.049752
2048, 8192, 32, 0.0558336
2048, 8192, 64, 0.0769152
2048, 8192, 128, 0.11549
2048, 8192, 256, 0.147155
2048, 8192, 512, 0.239486
2048, 8192, 1024, 0.467507
2048, 16384, 8, 0.109914
2048, 16384, 16, 0.0939648
2048, 16384, 32, 0.0902832
2048, 16384, 64, 0.123646
2048, 16384, 128, 0.181978
2048, 16384, 256, 0.266258
2048, 16384, 512, 0.454443
2048, 16384, 1024, 0.941739
2048, 32768, 8, 0.18339
2048, 32768, 16, 0.209771
2048, 32768, 32, 0.186034
2048, 32768, 64, 0.252158
2048, 32768, 128, 0.320195
2048, 32768, 256, 0.515365
2048, 32768, 512, 0.945446
2048, 32768, 1024, 1.86825
2048, 65535, 8, 0.313666
2048, 65535, 16, 0.315024
2048, 65535, 32, 0.354536
2048, 65535, 64, 0.445635
2048, 65535, 128, 0.547816
2048, 65535, 256, 1.01512
2048, 65535, 512, 1.8546
2048, 65535, 1024, 3.75986
